image_name,image_path
earring_1,uploads/products/images/earring_1.jpg
earring_2,uploads/products/images/earring_2.jpg
earring_3,uploads/products/images/earring_3.jpg
earring_4,uploads/products/images/earring_4.jpg
earring_5,uploads/products/images/earring_5.jpg
